C ,-0.434990
C ,-0.063575
N , 0.102347
H , 0.124954
H , 0.111693
C , 0.005790
C ,-0.100284
N , 0.152600
H , 0.152727
C ,-0.104771
H , 0.162550
C ,-0.346751
H , 0.166719
H , 0.161278
H , 0.167777
H , 0.173414
B , 0.144500
C , 0.120298
C , 0.113825
N ,-0.375515
N ,-0.385436
C , 0.089702
C , 0.094568
N ,-0.344039
N ,-0.350830
H , 0.158291
H , 0.135124
H , 0.168032
,
