C ,-0.144045
H , 0.106862
H , 0.136616
C ,-0.202849
H , 0.116572
H , 0.082667
C ,-0.112196
H , 0.086949
H , 0.114898
C ,-0.401878
H , 0.120773
H , 0.133438
H , 0.133505
N , 0.210705
C ,-0.129726
C ,-0.192971
C ,-0.196513
C ,-0.130881
H , 0.145361
H , 0.131509
H , 0.134201
H , 0.110108
H , 0.111540
H , 0.130453
H , 0.122256
H , 0.119242
H , 0.186651
C ,-0.364212
H , 0.155073
H , 0.150961
B , 0.997491
F ,-0.468066
F ,-0.463209
F ,-0.454733
F ,-0.476552
,
